0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Sample_type
1.250996,1.6493444,0.0,2.5178254,0.0,0.0,0.0,0.0,1.3394719,0.0,0.6042614,0.0,0.0,2.6763804,0.102828026,1.9349514,0.0,0.0,0.11339927,0.0,0.0,1.0560384,0.0,0.0,0.0,0.0,0.74153996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4607389,0.0,1.5764979,2.3845813,0.0,2.0614116,0.13011725,0.0,0.02656573,1.0469236,0.14777651,0.0,1.6801944,0.0,0.0,0.0,1.8047833,0.5399824,0.0,0.0,2.0220904,1.3480829,0.0,2.365103,1.9306853,2.17937,1.2742331,2.4717786,0.0,0.0,0.030652972,1.9141005,0.0,0.0,0.0,0.10187835,2.3465917,0.0,0.0,0.0,0.0,0.3467025,0.27558017,0.0,0.0,0.1341794,0.46369714,0.06621681,0.0,0.0,0.37027976,1.6521614,0.0,0.74462867,0.0,0.9209119,0.5969172,0.0,1.5321661,0.0,0.0,0.0,0.0,0.0,0.39742213,0
0.9966673,0.85556173,1.8629396,2.3879302,0.0,0.0,0.8834333,0.5180145,2.2914908,2.017522,0.0,0.0,0.0,2.1140375,0.10368687,0.08361127,0.9921051,0.0,0.0,0.20315869,0.0,0.11173232,0.0,0.0,0.0,2.5283625,0.0,0.0,1.6018958,0.0,0.500835,0.29213956,0.0,0.0,0.0,0.0,1.329985,0.79572546,1.8697983,0.0,0.0,0.0,0.0,0.95325613,0.0,0.0,0.7433026,0.0,1.0005661,0.35349697,0.0,0.75824386,0.0,0.0,0.0,1.3459302,2.9768255,0.0,1.3024229,0.5790183,0.0,0.34463853,0.5005506,0.0,0.0,0.6605024,1.2896668,0.0,0.36555532,0.0,0.0,2.6924655,0.0,0.0,0.0,1.7136492,2.7408905,0.39570487,0.0,0.14898978,0.0,0.0,0.0,0.0,1.890582,0.9288394,0.6353534,0.0,0.0,0.0,0.0,0.0,0.0,0.37916854,0.6483085,0.0,0.93854356,2.0510952,0.0,0.0,0
0.0,0.0,1.8750417,0.25880253,0.0,0.0,0.07138976,0.20804954,0.0,1.5115207,2.8111153,0.0,0.5255911,0.0,0.0,0.19100091,2.8249607,0.0,1.7076452,0.35436907,0.0,0.0,2.3906069,0.9992921,0.0,1.1797149,0.0,0.063153565,0.518973,0.0,0.0136338435,0.63773155,0.0,0.0,0.0,0.032773197,0.0,0.0,0.0,0.0,0.27209964,0.0,0.33783236,1.561708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4385286,0.0,0.0,0.390912,0.60976654,0.0,0.0,0.0,0.0,0.0,0.4066437,2.1012182,0.0,0.0,2.021892,1.2628412,0.42641804,3.2767322,1.2582637,0.4331683,0.25620642,2.8404083,2.8440042,0.0,0.0,0.0,0.7920699,0.7478106,0.0,1.5165211,2.2039692,2.5626283,0.20987333,0.0,0.0,0.74982214,1.1225972,0.0,0.0,0.28149742,4.03966,1.5020933,0.0,0.7389823,3.0241299,0.0,0
0.40501633,0.62019825,1.368587,0.0,0.3246197,0.7708425,0.14962317,1.0511115,0.0,0.37049752,0.0,0.92062485,0.6981168,0.0,1.5517004,1.028865,0.0,0.0,0.0,0.0,0.1095186,0.0,0.36318183,0.0,0.0,0.5083127,0.0,0.0,1.6704139,0.0,1.0798702,0.0,0.0,1.4756819,1.7818938,0.0,2.0081844,0.0,0.0,0.0,2.0315206,0.7872697,0.0,0.7144067,0.0,0.7522315,0.0,1.5937214,0.0,0.0,0.0,0.0,0.0,0.61900437,0.0,0.6675666,3.5967252,0.0,0.0,0.0,0.0,0.42082626,1.24523,0.21671024,1.8271137,0.0,0.0,0.0,0.3328316,0.36994135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050087,0.0,1.26402,0.5287948,0.0,1.5646653,0.0,0.0,0.73720413,0.0,0.45102388,0.0,0.0,0.2034077,0.0,0.0,0.0,0
0.85006535,0.2637482,0.0,0.0,0.0,0.0,0.0,0.08561574,0.0,0.0,0.0,0.43665013,0.0,0.0,1.9079988,0.0,1.70767,0.0,0.16045181,0.076478764,0.0,0.0,1.7153488,0.0,0.36073261,0.0,1.8825489,0.0,0.7506095,0.0,0.0,0.0,0.0,0.45433897,2.7404966,0.8224181,0.0,0.0,0.0,0.006602457,0.18531375,1.0740652,0.0,0.020439334,0.0,1.2001867,0.0,1.3659202,0.2738813,0.25441587,0.12795776,0.33517706,0.0,0.0,0.0,0.19235766,3.1153271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1968431,1.5257622,0.0,0.0,0.0,0.0,0.0,0.4779494,0.0,0.0,0.0,0.87034285,0.5860737,0.38206297,0.0,0.0,0.0,0.18178618,0.081154324,0.20366573,0.0,1.6924998,0.11887403,0.0,1.5496784,2.5457487,0.34596682,0.32107848,0.21064897,0.0,0.0,0.056031525,1.3185753,0.34857535,0.35849565,0.20230475,0
0.0,2.2071233,1.143855,0.0,0.0,0.0,1.1001757,3.2097666,0.0,1.2335185,0.06281865,0.0,3.6159072,0.0,0.0,1.3395517,0.0,0.0,0.0,1.2676123,0.0,0.9086716,0.80493486,0.0,0.72767127,0.0,0.0,1.6638917,0.0,0.0,0.0,0.0,0.05333305,0.0,0.0,0.0,0.0,1.7466849,0.0,0.0,0.33690074,1.3561097,0.0,0.0,1.3324894,1.408958,0.0,0.45300865,0.7628309,0.0,0.0,1.8966622,0.0,2.710095,4.07906,1.0547109,1.2007351,0.039998636,0.0,0.728034,0.0,0.0,0.0,0.0,0.0,2.0886085,0.0,0.0,0.0,3.949039,1.3152679,0.0,0.065046094,1.7285244,0.07560257,0.0,0.0,0.0,3.2837827,0.30252445,0.0,0.0,0.44023794,0.0,0.0,0.9790175,0.0,0.0,0.0,0.0,0.5995962,0.0,2.6907067,2.011904,0.0,0.0,2.8626003,0.0,2.9959612,2.8888984,0
0.0,0.0,0.15655592,0.0,0.29003814,0.0,0.72178036,0.0,0.34843278,0.17987444,0.033992097,0.6889931,0.9778424,0.0,2.2847507,0.0,1.0265158,0.0,0.0,0.0,2.0445607,1.4973463,0.0,0.9415539,0.0,0.0,0.0,0.27830997,0.0,0.26453066,0.0,0.0,0.0,0.0,0.13387585,1.4643905,0.2438991,0.0,1.378264,0.0,3.979834,0.0,0.8440684,0.0,0.0,1.7519343,0.0,0.0,0.0,0.0,0.0,0.0,0.9603227,0.0,0.0,0.291482,0.0,1.1570436,0.37554622,0.111885294,0.0,0.0,0.0,0.2756968,0.6472335,0.0,0.0,0.0,0.0,0.0,0.48383617,0.0,1.6012923,0.0,0.0,1.0653856,0.0,2.1211305,1.3202544,0.0,0.0,0.0,0.0,1.5418987,0.0,0.0,0.08194427,0.0,0.0,0.34875464,0.0,0.0,0.0,0.64407665,0.0,0.0,0.0,0.001935428,0.0,0.0,0
0.17560214,0.87209654,0.0,0.8258521,0.0,0.0,1.5384774,0.0,0.25643045,0.0,0.0,0.0,0.018240847,1.3621505,0.19146085,0.90910107,0.0,0.0,0.0,0.52045614,0.0,0.32188576,0.0,0.0,0.0,0.13483752,0.0,1.9743836,0.43241435,0.2172167,0.0,0.0,0.0,0.5077275,0.19800535,0.0,1.1439368,2.5343924,0.0,0.0,0.6447051,1.5850009,0.61994785,0.0,0.0,0.0,0.0,0.79847383,0.0,0.8281172,0.0,0.5250151,0.24025321,0.5890608,0.0,2.6573057,0.27980155,1.0726321,0.34974015,1.2812701,0.0,1.5502084,1.9230626,0.8272376,0.0,0.0,0.0,1.2397135,1.5564703,0.2495676,0.061888427,0.90022695,0.31107175,0.0,1.1079886,0.13496414,0.0,0.79361546,0.0,0.77711815,0.0,0.0,0.0,0.0,0.0,0.0,1.2766949,0.0,0.0,0.0,0.0,0.0,0.0,1.1352968,0.48283938,0.33172664,0.0,0.49323723,0.0,0.0,0
0.0,0.14783481,0.0,1.7119136,0.0,0.0,2.862977,0.0,2.2086902,0.99077034,0.0,0.0,0.0,0.9193567,0.026533004,0.0,0.0,0.0,0.04667528,1.692329,0.0,0.4130314,0.19891977,0.7292871,0.0,0.6187417,1.2927415,0.5997905,1.4595783,0.0,0.0,0.0,0.0,1.286522,0.0,0.0,1.7911646,2.3419766,0.0,0.0,1.3246224,1.0791197,0.0,0.0,0.0,0.0,0.15468192,1.4973426,0.0,1.184181,0.0,0.0,0.0,0.0,0.0,2.4612188,0.36127624,0.0,0.0,2.0264912,0.0,1.475427,1.1323783,0.0,0.8295471,0.0,0.0,1.8022277,1.196101,0.5993057,0.0,2.556438,1.1154882,0.0,0.6931728,1.3412505,2.0326552,0.0,0.0,0.80191356,0.0,0.0,0.0,0.8635533,0.0,0.60027146,0.0,0.0,0.0,0.0,0.0,0.099870965,0.0,0.010240841,0.08264969,0.0,0.26008105,0.9803039,0.0,0.0,0
0.0,2.0378392,1.8500628,0.5840579,0.096835256,0.0,1.1947203,0.0,0.8844808,1.4901849,0.0,0.0,0.8826181,0.8330471,0.9016028,1.7689779,0.0,0.0,0.0,0.82578933,0.0,1.2720191,0.0,0.46190095,0.0,0.07523515,0.0,0.21020997,2.2915616,0.0,0.0,0.0,0.0,0.0,0.0,1.2944624,0.0,2.4080224,0.0,0.0,0.0,0.02600809,0.0,0.0,0.060845908,0.8435124,0.0,1.1125529,0.0,0.0,0.0,0.112832874,2.1759753,0.0,0.0,0.9957162,0.0,0.0,0.6831772,0.53291255,0.080245905,1.4950178,0.30780762,0.0,0.73522794,0.90750855,0.0,2.0293627,0.7867034,0.20062041,0.0,0.0,1.3238567,0.0,0.86104393,0.0,0.94015294,1.7902043,0.0,1.9670798,0.0,1.7414811,1.2544147,0.16047312,3.616519,1.965259,3.8515046,0.45286664,0.0,0.0,1.2765182,1.0849867,0.036049824,0.8754377,0.6418704,1.1273232,0.9760565,0.0,0.24192771,0.0,0
